folio,trim,unidad,region,ciudad,punto,turno,a1,a2,a3,a3_1,a3_1_1a,a3_1_1n,a3_1_2a,a3_1_2n,a4,a4_1,a5,a5_1,a6,a7,a8,a9,a9_1_1,a9_1_2,a9_1_3,a9_2,a9_3,a10,a10_1,a11_1,a11_1_1,a11_2,a11_2_1,a11_3,a11_3_1,a11_4,a11_4_1,a11_5,a11_5_1,a11_6,a11_6_1,a12p,a12e,a12m,a12u,a13,a14,a14_1e,a14_1m,a14_1u,a14_1u_b,a14_2es,a14_2cn,a15c,a15t,b1,b1_1,b1_2,b2,b3,b4_1,b4_2,b4_3,b4_4,b5,b5_1_1,b5_1_2,b6,b6_1,b7_1,b7_2,b7_3,b7_4,b7_5,b7_6,b8_1,b8_2,b8_3,b8_4,b8_5,b8_6,b8_7,b8_8,b8_1_1,b8_1_2,b8_1_3,b8_1_4,b8_1_5,b8_1_6,b8_1_7,b8_1_8,c1,c2c,c2u,c2_1,c3,c4,c4_1,c4_2,c4_3,c4_3_1_1,c4_3_1_2,c4_3_1_3,c4_3_1_4,c4_4_1,c4_4_2,c4_4_3,c4_4_4,c4_4_5,c4_4_6,c4_4_7,c4_4_8,c4_4_1c,c4_4_1u,c4_5_1,c4_5_2,c4_5_3,c4_5_4,c4_6c,c4_6t,c4_7,c4_8,d1,d2,d3,d4,d4_1,d4_1_1,d4_2,d5_0_1,d5_0_2,d5_0_3,d5_0_4,d5_0_5,d5_0_6,d5_0_7,d5_0_8,d5_0_9,d5_0_10,d5_0_11,d5_1_1,d5_1_1_1,d5_1_2,d5_1_2_1,d5_3,d6,d6_1,d6_2c,d6_2u,d6_3,d7,d8,e1,e1_1,e2,e2_1,e2_1_1c,e2_1_1t,e3_1,e4,e5,e6,e6_1,e7,e8,e9c,e9u,e9t,e10,e11,f1,f1_1,f2,f2_1,f3,f5,f6,f7,f8,f8_1,f9,f10,f11c,f11u,f11t,f12,f13,f14,f15,f16,f17,f18,f19,f19_1c,f19_1t,f19_2,f19_3,g1es,g1cn,g1cd,g2es,g2cn,g3,g4,g5,g6_1,g6_2,g6_3,g6_4,g6_1_1,g6_1_2,g6_1_3,g6_1_4,g6_1_5,g6_1_6,g6_1_7,g7,g7_1,g8,g8_1,g8_1_1_1,g8_1_1_2,g8_1_1_3,g8_1_1_4,g8_1_1_5,g8_1_2,g8_1_2_1_1,g8_1_2_1_2,g8_1_2_1_3,g8_1_2_1_4,g8_1_2_1_5,g9_1,g9_2,g9_3,g10,g10_1,g10_1c,g10_1t,g11c,g11t,g12_1,g12_2,g12_3,g12_4,g12_5,g12_6,g12_7,g12_8,h1,h1_1,h1_1_1,h1_1_2_1,h1_1_2_2,h1_1_3,i1_1,i1_2,i1_3,i1_4,i1_5,i2,i2_1,i2_1_1,i2_2,i2_3_1,i2_3_2,i2_3_3,i2_3_4,i2_3_5,i2_4,j1,j2,j2_1_1,j2_1_2,j2_1_3,j2_1_4,j2_1_5,j2_1_6,j3_1,j3_2,j3_3,j3_4,j4_1,j4_2,j4_3,k1,k1_1_1,k1_1_2,k1_1_3,k1_1_4,k1_1_5,k1_1_6,k1_1_7,k1_1_8,k1_1_9,k1_1_10,k2_1,k2_2,k2_3,l1,l1_1,l1_1_1,l1_2,l1_2_1e,l1_2_1m,l1_2_1u,l1_3,l2,l3,l3_1,oficio_mx,oficio_eua,nivel,filtro,estrato,upm,ponfin3
15602,1,72002,1,1,4,3,1,20,1,1,3,2,-4,-4,-4,1,2,2,6,2,6,5,2,2,0,3,2,2,2,0,-9,0,-10,0,-11,1,-12,1,-13,2,2,1,11,11019,1,2,1,11,11019,1,1,-19,-19,3,5,2,1,2016,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,3500,2,1,1,280220001,3,1,2,-27,-27,-27,-27,1,1,2,2,1,1,2,2,10000,1,2,2,2,2,6,2,-29,3,1,2,1,2,0,-31,1,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,3,7500,2,4,2,2,1,-37,1,-39,-39,-39,712,2,1,1,1,10,5,5000,1,3,3,236,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,48,48061,4806110768,48,48061,1,5,3,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,3,998,98,3,5,2,2,1,1,1,1,1,2,1,1,-65,5,96,2,2,2,2,1,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,3,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,712,999,999,2,2,1,1,-76,-76,-76,1,1,1,2,3,-1,4,1,11043,11043072002,108.183908
15902,1,72002,1,1,4,3,1,30,1,1,6,1,-3,-3,1,1,2,2,6,2,1,5,3,2,0,0,1,1,-8,1,-9,1,-10,0,-11,1,-12,1,-13,1,-14,1,11,11008,1,1,-16,-16,-16,-16,1,-16,-16,3,5,1,-20,-20,2019,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,500,2,1,1,280220001,1,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,8,1,-29,0,2,1,1,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,1,2000,2,2,2,2,1,-37,1,-39,-39,-39,263,2,2,2,-44,9,6,1500,1,3,2,811,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,48,48061,4806110768,48,48061,1,5,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,1,3,998,98,3,5,2,2,2,2,1,2,2,2,1,1,-65,5,96,2,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,263,611,712,2,2,2,1,-76,-76,-76,1,1,2,2,6,-1,2,1,11043,11043072002,108.183908
25901,1,162001,1,1,4,3,1,25,1,1,3,2,-4,-4,-4,1,2,2,6,2,6,5,1,4,0,3,2,2,2,0,-9,1,-10,0,-11,1,-12,1,-13,1,-14,1,12,12028,2,1,-16,-16,-16,-16,2,-16,-16,2,6,1,-20,-20,2019,1,2,1,2,2,2,-21,-21,2,-22,2,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,3,731,1,2,2,-50,10,6,600,2,3,3,2,2,236,1,2,-51,1,15,2,600,3,12,12003,1200341950,12,12001,2,3,3,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,2,2,-64,-64,-64,3,5,2,2,1,2,1,2,2,2,1,1,-65,5,96,2,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,1,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,1,1,-76,-76,-76,1,1,2,2,-2,2,4,1,11043,11043162001,108.183908
26001,1,162001,1,1,4,3,1,33,1,1,5,1,-3,-3,1,1,2,2,2,2,3,1,-7,-7,-7,-7,-7,-7,-7,0,-9,2,2,0,-11,0,-12,1,-13,1,-14,1,32,32022,2,1,-16,-16,-16,-16,2,-16,-16,8,6,2,2,2005,2012,2,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,8,712,1,2,2,-50,12,7,1500,2,3,3,2,2,236,2,2,-51,2,-52,-52,-52,-52,13,13083,1308377372,13,13083,2,2,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,1,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,3,998,98,3,5,2,2,1,2,1,2,2,2,2,2,3,-66,-66,-66,2,2,2,2,2,1,1,2,2,3,2,2,2,2,1,2,2,-71,-71,-71,-71,-71,-71,1,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,2,1,-76,-76,-76,1,1,2,2,-2,3,1,1,11043,11043162001,108.183908
26101,1,162001,1,1,4,3,1,36,1,1,3,2,-4,-4,-4,1,2,2,3,2,6,3,0,3,0,2,2,2,2,1,-9,1,-10,0,-11,1,-12,1,-13,1,-14,1,11,11001,2,1,-16,-16,-16,-16,2,-16,-16,2,6,1,-20,-20,2018,1,2,2,2,2,2,-21,-21,2,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,1,524,1,2,2,-50,8,6,400,2,3,3,2,2,561,1,2,-51,1,15,2,200,2,48,48113,4811319000,48,48113,2,3,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,1,998,98,30,2,2,2,1,2,1,2,2,2,1,1,-65,5,96,2,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,1,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,2,1,-76,-76,-76,1,1,2,1,-2,5,4,1,11043,11043162001,108.183908
30503,1,172003,1,1,4,3,1,28,1,1,3,2,-4,-4,-4,3,2,1,3,2,1,3,2,1,0,1,1,1,-8,4,-9,4,-10,0,-11,1,-12,1,-13,1,-14,1,7,7006,1,1,-16,-16,-16,-16,1,-16,-16,3,3,2,1,2014,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,4000,2,1,1,280320001,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,1,3,2,4,2,1,1,0,-30,-30,-30,2,2,2,2,2,2,2,1,2,2,2,-33,-33,-33,-33,6,1,1,2000,2,2,2,2,2,1,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,48,48215,4821545384,48,48215,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,1,998,98,3,2,1,2,2,1,2,2,2,2,2,2,3,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,834,611,996,2,2,97,3,5,5030,2,1,1,2,1,-1,-1,4,1,11043,11043172003,108.183908
30603,1,172003,1,1,4,3,1,18,1,1,4,9,-4,-4,-4,3,2,2,1,2,6,3,1,2,0,3,2,1,-8,0,-9,0,-10,0,-11,2,2,2,1,3,1,1,12,12029,2,1,-16,-16,-16,-16,2,-16,-16,6,5,1,-20,-20,2019,1,2,2,2,2,1,1,96,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,7000,2,2,1,280270001,4,1,2,-27,-27,-27,-27,2,2,1,1,1,1,2,2,1000,1,2,2,2,2,2,2,-29,3,4,1,1,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,3,5000,2,1,2,2,2,4,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-45,1,-47,10,524,1,2,2,-50,10,7,18,2,1,1,2,4,561,2,2,-51,1,1,4,999997,3,42,42129,4212931200,42,42129,2,1,4,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,1,2,2,1,2,998,98,6,5,1,2,2,1,1,2,2,2,1,2,1,-66,-66,-66,1,1,1,1,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,211,996,996,2,97,1,1,-76,-76,-76,1,1,1,7,-1,5,7,1,11043,11043172003,108.183908
30903,1,172003,1,1,4,3,1,19,1,1,3,3,-4,-4,-4,1,2,2,6,2,6,6,0,6,0,3,2,2,2,1,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,7,7051,2,1,-16,-16,-16,-16,2,-16,-16,10,5,1,-20,-20,2019,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,50000,1,1,1,280320001,2,1,2,-27,-27,-27,-27,1,2,1,2,2,2,2,2,5000,1,2,2,2,2,1,2,-29,0,2,0,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,1,45000,1,1,2,2,2,1,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-45,1,-47,1,524,1,2,2,-50,9,6,400,2,3,3,2,2,561,1,2,-51,2,-52,-52,-52,-52,12,12005,9999999997,12,12005,2,3,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,2,998,98,1,5,2,2,2,2,1,2,2,2,1,1,-65,5,6,2,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,511,996,996,2,2,1,1,-76,-76,-76,1,1,2,8,-1,5,6,1,11043,11043172003,108.183908
31003,1,172003,1,1,4,3,1,34,1,1,3,3,-4,-4,-4,1,2,2,3,2,1,4,2,2,0,0,1,1,-8,1,-9,1,-10,0,-11,1,-12,1,-13,1,-14,1,4,4009,2,1,-16,-16,-16,-16,2,-16,-16,4,6,1,-20,-20,2016,1,2,2,2,2,2,-21,-21,2,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,1,731,1,2,2,-50,10,6,700,2,3,3,2,2,236,1,2,-51,1,15,2,600,3,48,48113,4811319000,48,48439,2,3,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,2,1,1,998,98,3,5,2,2,2,2,1,2,2,2,1,1,-65,5,6,2,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,1,-75,1,-76,-76,-76,1,1,2,2,-2,2,6,1,11043,11043172003,108.183908
32001,1,162001,1,1,4,3,1,34,1,1,3,2,-4,-4,-4,3,2,2,2,97,1,1,-7,-7,-7,-7,-7,-7,-7,1,-9,0,-10,0,-11,97,-12,97,-13,1,-14,1,9,9005,2,1,-16,-16,-16,-16,2,-16,-16,16,6,0,-20,-20,2003,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,1,922,2,2,2,-50,8,6,8.5,2,1,3,2,99,236,2,2,-51,2,-52,-52,-52,-52,13,13057,1305712988,13,13057,1,5,6,2,2,2,1,2,2,2,2,2,1,-54,1,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,4,998,98,1,3,2,2,2,2,2,2,2,2,2,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,2,1,-76,-76,-76,2,1,2,7,-2,3,4,1,11043,11043162001,108.183908
53401,1,312001,1,1,4,3,1,35,1,1,5,1,-3,-3,1,3,2,2,2,2,5,8,3,4,1,2,1,1,-8,2,1,2,1,2,2,3,2,3,2,3,2,1,16,16034,2,2,2,-17,-17,-17,-17,17,17031,17,6,1,-20,-20,2003,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,1,712,4,-49,2,-50,8,6,1500,2,3,1,2,1,236,2,2,-51,2,-52,-52,-52,-52,17,17031,1703153663,17,17031,2,2,4,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,2,1,2,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,1,2,2,1,2,998,98,2,5,2,2,1,1,1,2,2,2,2,1,-65,8,96,5,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,3,2,-71,-71,-71,-71,-71,-71,2,2,1,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,1,3,12,12035,2,1,1,2,2,-2,3,1,1,11043,11043312001,108.183908
53501,1,312001,1,1,4,3,1,32,1,1,6,1,-3,-3,1,3,2,1,2,2,3,1,-7,-7,-7,-7,-7,-7,-7,2,1,2,1,0,-11,2,2,2,2,2,2,1,18,18017,2,2,2,-17,-17,-17,-17,17,17031,19,6,1,-20,-20,2001,1,2,2,2,2,2,-21,-21,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,3,721,2,2,1,2,10,6,24.75,2,1,1,2,4,332,2,1,1,2,-52,-52,-52,-52,17,17197,1719738570,17,17031,2,4,5,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,1,4,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,1,2,2,1,4,998,98,6,5,2,2,1,1,1,2,2,2,1,2,1,-66,-66,-66,2,2,2,2,2,1,1,2,4,3,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,97,1,-76,-76,-76,1,1,2,3,-2,2,2,1,11043,11043312001,108.183908
53601,1,312001,1,1,4,3,1,21,1,1,6,1,-3,-3,1,1,2,2,6,2,6,3,0,3,0,1,2,2,3,0,-9,0,-10,0,-11,3,1,3,1,3,2,1,20,20205,1,2,1,15,15058,2,2,-19,-19,6,6,1,-20,-20,2014,1,2,2,2,2,2,-21,-21,2,-22,1,2,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,1,721,2,2,2,-50,10,5,18,2,1,1,2,3,333,2,2,-51,2,-52,-52,-52,-52,1,1073,107307000,1,1073,2,4,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,1,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,99,998,98,5,5,2,2,2,2,2,2,2,2,2,2,3,-66,-66,-66,1,1,1,1,2,1,1,2,4,3,2,2,2,2,1,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,1,-75,3,15,15058,2,1,1,2,7,-2,2,2,1,11043,11043312001,108.183908
203,1,22003,1,1,4,3,1,27,1,1,3,3,-4,-4,-4,3,2,2,1,2,6,3,0,2,0,2,2,2,2,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,16,16053,2,1,-16,-16,-16,-16,2,-16,-16,1,6,15,1,2000,2019,1,2,2,2,2,2,-21,-21,2,-22,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,5000,1,1,2,269999999,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,4000,1,2,2,2,2,1,2,-29,3,2,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,1,2000,2,1,2,2,2,1,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-45,1,-47,1,511,1,2,2,-50,8,5,1000,2,3,3,2,4,722,1,2,-51,2,-52,-52,-52,-52,24,24510,2451004000,24,24510,2,3,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,2,1,1,998,98,1,5,2,2,2,2,1,2,2,2,1,1,-65,5,4,2,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,511,712,996,2,2,2,1,-76,-76,-76,1,1,2,4,-1,5,6,1,11043,11043022003,108.183908
303,1,22003,1,1,4,3,1,37,1,1,2,2,-4,-4,-4,1,2,2,3,2,6,3,0,3,0,2,2,2,5,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,16,16053,2,1,-16,-16,-16,-16,2,-16,-16,5,6,1,-20,-20,2015,1,2,2,2,2,2,-21,-21,2,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,1,263,1,2,2,-50,9,6,300,2,3,3,2,2,811,1,2,-51,2,-52,-52,-52,-52,37,37071,9999999998,37,37071,2,3,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,2,998,98,6,5,2,2,2,2,1,2,2,2,1,1,-65,5,6,2,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,2,1,-76,-76,-76,1,1,2,2,-2,6,3,1,11043,11043022003,108.183908
